title,url,img,score,rank,popularity,watching,completed,on_hold,dropped,plan_to_watch,members,favorites,type,episodes,status,aired,premiered,broadcast,producers,licensors,studios,Source,genres,demographic,duration,rating
"Tensei shitara Dainana Ouji Datta node, Kimama ni Majutsu wo Kiwamemasu 2nd Season",https://myanimelist.net/anime/59095/Tensei_shitara_Dainana_Ouji_Datta_node_Kimama_ni_Majutsu_wo_Kiwamemasu_2nd_Season,https://cdn.myanimelist.net/images/anime/1154/149614.jpg,7.631,1567,2027,17319,73266,1086,1658,29445,122774,397,TV,12,Finished Airing,"Jul 10, 2025 to Sep 25, 2025",Summer 2025,Thursdays at 00,"TV Tokyo, Lantis, Kodansha, Ai Addiction, Glovision, Crunchyroll, ADK Marketing Solutions, Bandai Namco Filmworks, Bandai Namco Music Live","None found, add some",Tsumugi Akita Animation Lab,Light novel,"Adventure, Fantasy",,23 min. per ep.,PG-13 - Teens 13 or older
Tensei shitara Slime Datta Ken Movie: Guren no Kizuna-hen,https://myanimelist.net/anime/49877/Tensei_shitara_Slime_Datta_Ken_Movie__Guren_no_Kizuna-hen,https://cdn.myanimelist.net/images/anime/1745/128238.jpg,7.631,1568,1150,7702,153734,1381,629,76316,239762,1356,Movie,1,Finished Airing,"Nov 25, 2022",,,"None found, add some","None found, add some",8bit,Manga,"Action, Comedy, Fantasy",Shounen,1 hr. 48 min.,PG-13 - Teens 13 or older
Tonikaku Kawaii 2nd Season,https://myanimelist.net/anime/50307/Tonikaku_Kawaii_2nd_Season,https://cdn.myanimelist.net/images/anime/1996/133361.jpg,7.631,1569,950,29546,124140,9616,9561,112642,285505,2504,TV,12,Finished Airing,"Apr 8, 2023 to Jun 24, 2023",Spring 2023,Saturdays at 01,"Shogakukan-Shueisha Productions, Warner Bros. Japan, KlockWorx, Shogakukan, Crunchyroll","None found, add some",Seven Arcs,Manga,"Comedy, Romance",Shounen,23 min. per ep.,PG-13 - Teens 13 or older
Wind Breaker Season 2,https://myanimelist.net/anime/59160/Wind_Breaker_Season_2,https://cdn.myanimelist.net/images/anime/1526/148873.jpg,7.631,1570,1314,32806,113735,3686,5274,52409,207910,1104,TV,12,Finished Airing,"Apr 4, 2025 to Jun 20, 2025",Spring 2025,Fridays at 00,"Aniplex, Mainichi Broadcasting System, Kodansha, Tohan Corporation, Aiming","None found, add some",CloverWorks,Web manga,,,23 min. per ep.,PG-13 - Teens 13 or older
You Shou Yan 2nd Season,https://myanimelist.net/anime/55821/You_Shou_Yan_2nd_Season,https://cdn.myanimelist.net/images/anime/1350/136787.jpg,7.631,1571,15184,71,575,21,57,219,943,3,ONA,12,Finished Airing,"Jun 30, 2023 to Sep 15, 2023",,,bilibili,"None found, add some",Fenz,Manga,"Comedy, Fantasy",,6 min. per ep.,PG-13 - Teens 13 or older
Yowamushi Pedal: New Generation,https://myanimelist.net/anime/31783/Yowamushi_Pedal__New_Generation,https://cdn.myanimelist.net/images/anime/4/83782.jpg,7.631,1572,2566,7318,55234,3309,2432,17729,86022,121,TV,25,Finished Airing,"Jan 10, 2017 to Jun 27, 2017",Winter 2017,Tuesdays at 01,"TV Tokyo, Shogakukan-Shueisha Productions, TOHO animation, Akita Shoten",Discotek Media,TMS Entertainment,Manga,,Shounen,23 min. per ep.,PG-13 - Teens 13 or older
Ranma ½ Super,https://myanimelist.net/anime/1011/Ranma_½_Super,https://cdn.myanimelist.net/images/anime/1071/94957.jpg,7.621,1573,5145,685,16119,310,232,4998,22344,24,OVA,3,Finished Airing,"Sep 21, 1995 to Jan 19, 1996",,,Sunrise,VIZ Media,Studio Deen,Manga,"Action, Adventure, Comedy, Romance, Supernatural",Shounen,26 min. per ep.,PG-13 - Teens 13 or older
Seikai no Monshou,https://myanimelist.net/anime/290/Seikai_no_Monshou,https://cdn.myanimelist.net/images/anime/1585/99289.jpg,7.621,1574,3246,2494,24389,1475,1299,27367,57024,480,TV,13,Finished Airing,"Jan 3, 1999 to Mar 28, 1999",Winter 1999,Unknown,"Bandai Visual, WOWOW","Funimation, Bandai Entertainment",Sunrise,Light novel,"Action, Romance, Sci-Fi",,26 min. per ep.,PG-13 - Teens 13 or older
Shinigami Bocchan to Kuro Maid 2nd Season,https://myanimelist.net/anime/49858/Shinigami_Bocchan_to_Kuro_Maid_2nd_Season,https://cdn.myanimelist.net/images/anime/1078/136947.jpg,7.621,1575,2358,8292,45584,2583,2402,39779,98640,339,TV,12,Finished Airing,"Jul 9, 2023 to Sep 24, 2023",Summer 2023,Sundays at 22,"Shogakukan-Shueisha Productions, Shogakukan Music & Digital Entertainment, NBCUniversal Entertainment Japan, BS11, Shogakukan, Yomiuri TV Enterprise, Bandai Spirits","None found, add some",J.C.Staff,Web manga,"Comedy, Fantasy, Romance",,23 min. per ep.,PG-13 - Teens 13 or older
Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,https://myanimelist.net/anime/2499/Slam_Dunk__Hoero_Basketman-damashii_Hanamichi_to_Rukawa_no_Atsuki_Natsu,https://cdn.myanimelist.net/images/anime/1931/94408.jpg,7.621,1576,5451,387,13656,249,231,4834,19357,14,Movie,1,Finished Airing,"Jul 15, 1995",,,"None found, add some","None found, add some",Toei Animation,Manga,,Shounen,40 min.,PG-13 - Teens 13 or older
Tokyo Revengers: Seiya Kessen-hen,https://myanimelist.net/anime/50608/Tokyo_Revengers__Seiya_Kessen-hen,https://cdn.myanimelist.net/images/anime/1773/132313.jpg,7.621,1577,624,39014,242118,9803,14993,111084,417012,2576,TV,13,Finished Airing,"Jan 8, 2023 to Apr 2, 2023",Winter 2023,Sundays at 02,"Mainichi Broadcasting System, Pony Canyon, Kodansha, AT-X, Ultra Super Pictures, Studio Mausu, Sammy","None found, add some",LIDENFILMS,Manga,"Action, Drama",Shounen,23 min. per ep.,R - 17+ (violence & profanity)
Trapp Ikka Monogatari,https://myanimelist.net/anime/2557/Trapp_Ikka_Monogatari,https://cdn.myanimelist.net/images/anime/2/17856.jpg,7.621,1578,7229,487,4977,325,347,3443,9579,32,TV,40,Finished Airing,"Jan 13, 1991 to Dec 22, 1991",Winter 1991,Sundays at 19,Fuji TV,"None found, add some",Nippon Animation,Other,"Drama, Romance",,23 min. per ep.,G - All Ages
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,https://myanimelist.net/anime/33064/Uchuu_Senkan_Yamato_2202__Ai_no_Senshi-tachi,https://cdn.myanimelist.net/images/anime/7/84463.jpg,7.621,1579,4876,3232,9313,1215,735,10980,25475,92,OVA,26,Finished Airing,"Feb 25, 2017 to Mar 1, 2019",,,"Production I.G, Bandai Visual, OLM, Lantis, Shochiku, Asatsu DK, Bandai, Banpresto, Bandai Namco Entertainment, Voyager Entertainment",Funimation,Xebec,Original,"Action, Drama, Sci-Fi",,25 min. per ep.,PG-13 - Teens 13 or older
Zhen Hun Jie 4th Season,https://myanimelist.net/anime/59969/Zhen_Hun_Jie_4th_Season,https://cdn.myanimelist.net/images/anime/1615/150033.jpg,7.621,1580,12523,251,391,62,64,1191,1959,3,ONA,26,Finished Airing,"Nov 22, 2024 to May 10, 2025",,,bilibili,"None found, add some",L²Studio,Manga,"Action, Fantasy",,21 min. per ep.,PG-13 - Teens 13 or older
Aggressive Retsuko,https://myanimelist.net/anime/32977/Aggressive_Retsuko,https://cdn.myanimelist.net/images/anime/1080/152848.jpg,7.621,1581,2150,11535,63594,7363,6884,24063,113439,687,TV,100,Finished Airing,"Apr 2, 2016 to Mar 31, 2018",Spring 2016,Saturdays at 12,Sanrio,"None found, add some",Fanworks,Other,,,1 min. per ep.,PG-13 - Teens 13 or older
Aikatsu Stars!,https://myanimelist.net/anime/32717/Aikatsu_Stars,https://cdn.myanimelist.net/images/anime/12/78658.jpg,7.621,1582,5149,3011,8046,1318,1773,8189,22337,318,TV,100,Finished Airing,"Apr 7, 2016 to Mar 29, 2018",Spring 2016,Thursdays at 18,"TV Tokyo, Echoes","None found, add some",Bandai Namco Pictures,Original,,,24 min. per ep.,PG - Children
Bleach Movie 4: Jigoku-hen,https://myanimelist.net/anime/8247/Bleach_Movie_4__Jigoku-hen,https://cdn.myanimelist.net/images/anime/1554/134492.jpg,7.621,1583,1192,3462,198126,1217,735,27945,231485,534,Movie,1,Finished Airing,"Dec 4, 2010",,,"None found, add some",VIZ Media,Studio Pierrot,Manga,"Action, Adventure, Supernatural",Shounen,1 hr. 33 min.,PG-13 - Teens 13 or older
Bounen no Xamdou,https://myanimelist.net/anime/4177/Bounen_no_Xamdou,https://cdn.myanimelist.net/images/anime/1119/149831.jpg,7.621,1584,1723,9843,72645,6367,5580,56339,150774,1120,ONA,26,Finished Airing,"Jul 15, 2008 to Feb 4, 2009",,,"Aniplex, Half H.P Studio, Sony Interactive Entertainment",Sentai Filmworks,Bones,Original,"Action, Adventure, Sci-Fi",,24 min. per ep.,PG-13 - Teens 13 or older
Diamond no Ace: Second Season OVA,https://myanimelist.net/anime/34349/Diamond_no_Ace__Second_Season_OVA,https://cdn.myanimelist.net/images/anime/12/83218.jpg,7.621,1585,6494,330,8441,179,201,3237,12388,14,OVA,2,Finished Airing,"Aug 15, 2016 to Oct 17, 2016",,,Kodansha,"None found, add some","Production I.G, Madhouse",Manga,,Shounen,24 min. per ep.,PG-13 - Teens 13 or older
Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,https://myanimelist.net/anime/905/Dragon_Ball_Z_Movie_12__Fukkatsu_no_Fusion_Gokuu_to_Vegeta,https://cdn.myanimelist.net/images/anime/1015/93675.jpg,7.621,1586,1607,1470,156035,519,408,8130,166562,212,Movie,1,Finished Airing,"Mar 4, 1995",,,Studio Take Off,Funimation,Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy, Sci-Fi",Shounen,50 min.,PG-13 - Teens 13 or older
Fairy Tail: Final Series,https://myanimelist.net/anime/35972/Fairy_Tail__Final_Series,https://cdn.myanimelist.net/images/anime/1536/93863.jpg,7.621,1587,442,52864,350216,17605,17713,112845,551243,5398,TV,51,Finished Airing,"Oct 7, 2018 to Sep 29, 2019",Fall 2018,Sundays at 07,"TV Tokyo, Dentsu, Kodansha, Avex Pictures",Funimation,"A-1 Pictures, Bridge, CloverWorks",Manga,"Action, Adventure, Fantasy",Shounen,23 min. per ep.,PG-13 - Teens 13 or older
Flip Flappers,https://myanimelist.net/anime/32979/Flip_Flappers,https://cdn.myanimelist.net/images/anime/4/82292.jpg,7.621,1588,1347,14541,86071,10156,10427,80675,201870,2207,TV,13,Finished Airing,"Oct 6, 2016 to Dec 29, 2016",Fall 2016,Thursdays at 21,"Sotsu, Lantis, AT-X, GAGA, Happinet Pictures, BS Fuji, Tokyo MX, Hakuhodo DY Music & Pictures, Medicos Entertainment, Infinite, RAY",Sentai Filmworks,Studio 3Hz,Original,"Adventure, Comedy, Sci-Fi",,23 min. per ep.,PG-13 - Teens 13 or older
Free!: FrFr - Short Movie,https://myanimelist.net/anime/19671/Free__FrFr_-_Short_Movie,https://cdn.myanimelist.net/images/anime/3/55083.jpg,7.621,1589,2789,2900,52705,2358,1211,16056,75230,105,Special,7,Finished Airing,"Sep 11, 2013 to Jan 8, 2014",,,Lantis,Funimation,"Kyoto Animation, Animation Do",Light novel,"Comedy, Sports",,2 min. per ep.,PG-13 - Teens 13 or older
High School Fleet Movie,https://myanimelist.net/anime/37704/High_School_Fleet_Movie,https://cdn.myanimelist.net/images/anime/1569/110726.jpg,7.621,1590,5480,642,9170,322,192,8834,19160,80,Movie,1,Finished Airing,"Jan 18, 2020",,,Aniplex,"None found, add some",A-1 Pictures,Original,,,1 hr. 43 min.,PG-13 - Teens 13 or older
Ichigo Mashimaro,https://myanimelist.net/anime/488/Ichigo_Mashimaro,https://cdn.myanimelist.net/images/anime/10/11042.jpg,7.621,1591,1989,8598,50403,4003,3092,59866,125962,1097,TV,12,Finished Airing,"Jul 15, 2005 to Oct 14, 2005",Summer 2005,Fridays at 01,"TBS, Movic","Sentai Filmworks, Geneon Entertainment USA",Daume,Manga,,,24 min. per ep.,PG-13 - Teens 13 or older
K: Missing Kings,https://myanimelist.net/anime/16904/K__Missing_Kings,https://cdn.myanimelist.net/images/anime/5/71795.jpg,7.621,1592,1037,6159,186802,2429,2121,67010,264521,701,Movie,1,Finished Airing,"Jul 12, 2014",,,"Starchild Records, Mainichi Broadcasting System, KlockWorx, Glovision",VIZ Media,GoHands,Original,,,1 hr. 13 min.,PG-13 - Teens 13 or older
Kamonohashi Ron no Kindan Suiri 2nd Season,https://myanimelist.net/anime/57635/Kamonohashi_Ron_no_Kindan_Suiri_2nd_Season,https://cdn.myanimelist.net/images/anime/1917/144334.jpg,7.621,1593,3080,6687,29845,1558,1328,23689,63107,258,TV,13,Finished Airing,"Oct 7, 2024 to Dec 30, 2024",Fall 2024,Mondays at 22,"Movic, AT-X, Toy's Factory, Kadokawa, Bit grooove promotion","None found, add some",Diomedéa,Manga,"Comedy, Mystery",Shounen,23 min. per ep.,PG-13 - Teens 13 or older
Layton Kyouju to Eien no Utahime,https://myanimelist.net/anime/6172/Layton_Kyouju_to_Eien_no_Utahime,https://cdn.myanimelist.net/images/anime/3/25873.jpg,7.621,1594,4477,530,22496,223,201,7464,30914,189,Movie,1,Finished Airing,"Dec 19, 2009",,,"None found, add some","VIZ Media, Discotek Media","OLM, P.A. Works",Game,"Adventure, Mystery",,1 hr. 39 min.,PG - Children
Lupin III,https://myanimelist.net/anime/1412/Lupin_III,https://cdn.myanimelist.net/images/anime/10/15625.jpg,7.621,1595,2185,7890,40048,5963,3768,52690,110359,1072,TV,23,Finished Airing,"Oct 24, 1971 to Mar 26, 1972",Fall 1971,Sundays at 19,"TMS Entertainment, Yomiuri Telecasting, Group TAC",Discotek Media,Tokyo Movie Shinsha,Manga,"Action, Adventure, Comedy, Mystery",Seinen,24 min. per ep.,PG-13 - Teens 13 or older
Mashle,https://myanimelist.net/anime/52211/Mashle,https://cdn.myanimelist.net/images/anime/1218/135107.jpg,7.621,1596,298,74952,543357,13828,25844,100060,758041,4714,TV,12,Finished Airing,"Apr 8, 2023 to Jul 1, 2023",Spring 2023,Saturdays at 00,"Aniplex, Asatsu DK, Shueisha, INSPION Edge",Aniplex of America,A-1 Pictures,Manga,"Action, Comedy, Fantasy",Shounen,23 min. per ep.,PG-13 - Teens 13 or older
Meitantei Conan: Conan vs. Kid - Shark & Jewel,https://myanimelist.net/anime/9785/Meitantei_Conan__Conan_vs_Kid_-_Shark___Jewel,https://cdn.myanimelist.net/images/anime/1864/138513.jpg,7.621,1597,7345,286,5285,209,319,3114,9213,3,Movie,1,Finished Airing,"Jul 29, 2005",,,"None found, add some","None found, add some","None found, add some",Manga,"Adventure, Comedy, Mystery",Shounen,16 min.,PG - Children
Nejimaki Seirei Senki: Tenkyou no Alderamin,https://myanimelist.net/anime/31764/Nejimaki_Seirei_Senki__Tenkyou_no_Alderamin,https://cdn.myanimelist.net/images/anime/11/79531.jpg,7.621,1598,780,21299,223700,6927,9491,82499,343916,1580,TV,13,Finished Airing,"Jul 9, 2016 to Oct 1, 2016",Summer 2016,Saturdays at 01,"Magic Capsule, Warner Bros. Japan, KlockWorx, ASCII Media Works, BS Fuji, Imagine","Funimation, Crunchyroll",Madhouse,Light novel,"Action, Adventure, Fantasy",,23 min. per ep.,R - 17+ (violence & profanity)
Osomatsu-san 2nd Season,https://myanimelist.net/anime/35067/Osomatsu-san_2nd_Season,https://cdn.myanimelist.net/images/anime/13/88328.jpg,7.621,1599,3238,6212,28451,3563,3440,15810,57476,246,TV,25,Finished Airing,"Oct 3, 2017 to Mar 27, 2018",Fall 2017,Tuesdays at 01,"TV Tokyo, Dentsu, Rakuonsha, AT-X, Avex Pictures, Daiichi Shokai",VIZ Media,Studio Pierrot,Manga,,,23 min. per ep.,R - 17+ (violence & profanity)
Juubee Ninpuuchou,https://myanimelist.net/anime/617/Juubee_Ninpuuchou,https://cdn.myanimelist.net/images/anime/1520/145971.jpg,7.611,1600,1671,4035,95749,1362,722,54896,156764,1313,Movie,1,Finished Airing,"Jun 5, 1993",,,"animate Film, Movic, TOHO, Arts Pro","Sentai Filmworks, Manga Entertainment",Madhouse,Original,"Action, Adventure, Fantasy, Horror, Romance",,1 hr. 31 min.,R+ - Mild Nudity
Kimagure Orange☆Road: Ano Hi ni Kaeritai,https://myanimelist.net/anime/2454/Kimagure_Orange☆Road__Ano_Hi_ni_Kaeritai,https://cdn.myanimelist.net/images/anime/1142/106021.jpg,7.611,1601,6685,307,7575,191,174,3341,11588,55,Movie,1,Finished Airing,"Oct 1, 1988",,,"None found, add some","AnimEigo, Discotek Media",Studio Pierrot,Manga,"Comedy, Drama, Romance",Shounen,1 hr. 9 min.,R - 17+ (violence & profanity)
"Kimi to, Nami ni Noretara",https://myanimelist.net/anime/38594/Kimi_to_Nami_ni_Noretara,https://cdn.myanimelist.net/images/anime/1893/99701.jpg,7.611,1602,1079,7960,133246,2621,1230,107629,252686,1510,Movie,1,Finished Airing,"Jun 21, 2019",,,Lawson Entertainment,GKIDS,Science SARU,Original,"Drama, Romance, Supernatural",,1 hr. 35 min.,PG-13 - Teens 13 or older
Kino no Tabi: The Beautiful World - The Animated Series,https://myanimelist.net/anime/35079/Kino_no_Tabi__The_Beautiful_World_-_The_Animated_Series,https://cdn.myanimelist.net/images/anime/13/87235.jpg,7.611,1603,1213,17596,105282,9138,11319,83944,227279,1206,TV,12,Finished Airing,"Oct 6, 2017 to Dec 22, 2017",Fall 2017,Fridays at 22,"Movic, Magic Capsule, ASCII Media Works, NBCUniversal Entertainment Japan, Egg Firm, Crunchyroll SC Anime Fund",Funimation,Lerche,Light novel,"Adventure, Drama, Fantasy",,23 min. per ep.,R - 17+ (violence & profanity)
Kishibe Rohan wa Ugokanai,https://myanimelist.net/anime/33191/Kishibe_Rohan_wa_Ugokanai,https://cdn.myanimelist.net/images/anime/1716/103072.jpg,7.611,1604,1636,9410,121536,4281,1607,24723,161557,427,OVA,4,Finished Airing,"Sep 20, 2017 to Mar 25, 2020",,,"Warner Bros. Japan, Shueisha",VIZ Media,David Production,Manga,"Action, Mystery, Supernatural",Shounen,23 min. per ep.,R - 17+ (violence & profanity)
Koyomimonogatari,https://myanimelist.net/anime/32268/Koyomimonogatari,https://cdn.myanimelist.net/images/anime/2/77744.jpg,7.611,1605,1028,10198,184619,5667,2388,64350,267222,371,ONA,12,Finished Airing,"Jan 10, 2016 to Mar 27, 2016",,,"Aniplex, Kodansha",Aniplex of America,Shaft,Light novel,"Comedy, Mystery, Supernatural",,12 min. per ep.,R - 17+ (violence & profanity)
Kyou kara Maou!,https://myanimelist.net/anime/251/Kyou_kara_Maou,https://cdn.myanimelist.net/images/anime/11/75544.jpg,7.611,1606,2043,13035,46898,11118,11379,39140,121570,1393,TV,78,Finished Airing,"Apr 3, 2004 to Feb 25, 2006",Spring 2004,Saturdays at 09,"NHK, Sogo Vision","Discotek Media, Geneon Entertainment USA",Studio Deen,Light novel,"Adventure, Comedy, Fantasy",Shoujo,25 min. per ep.,PG-13 - Teens 13 or older
Kyoukai no Kanata: Shinonome,https://myanimelist.net/anime/23385/Kyoukai_no_Kanata__Shinonome,https://cdn.myanimelist.net/images/anime/2/63205.jpg,7.611,1607,1851,2992,99632,1240,475,33631,137970,82,Special,1,Finished Airing,"Jul 2, 2014",,,"None found, add some",Sentai Filmworks,Kyoto Animation,Light novel,"Action, Supernatural",,23 min.,PG-13 - Teens 13 or older
Love Live! Sunshine!! The School Idol Movie: Over the Rainbow,https://myanimelist.net/anime/37027/Love_Live_Sunshine_The_School_Idol_Movie__Over_the_Rainbow,https://cdn.myanimelist.net/images/anime/1859/100474.jpg,7.611,1608,3545,1066,29886,481,402,16986,48821,303,Movie,1,Finished Airing,"Jan 4, 2019",,,"Lantis, Shochiku",Funimation,Sunrise,Original,,,1 hr. 40 min.,PG-13 - Teens 13 or older
Mahou Shoujo Lyrical Nanoha StrikerS,https://myanimelist.net/anime/1915/Mahou_Shoujo_Lyrical_Nanoha_StrikerS,https://cdn.myanimelist.net/images/anime/3/14190.jpg,7.611,1609,3286,2273,35471,2037,1748,14464,55993,573,TV,26,Finished Airing,"Apr 2, 2007 to Sep 24, 2007",Spring 2007,Unknown,"A-Line, King Records, Omnibus Promotion",Discotek Media,Seven Arcs,Original,"Action, Comedy, Drama",,25 min. per ep.,PG-13 - Teens 13 or older
Mahou Shoujo ni Akogarete,https://myanimelist.net/anime/54722/Mahou_Shoujo_ni_Akogarete,https://cdn.myanimelist.net/images/anime/1525/139345.jpg,7.611,1610,1392,27577,104499,4863,10061,47697,194697,2253,TV,13,Finished Airing,"Jan 3, 2024 to Mar 27, 2024",Winter 2024,Wednesdays at 23,"Lantis, AT-X, Takeshobo, Docomo Anime Store, Kadokawa, MAGNET, Bandai Namco Music Live",Sentai Filmworks,Asahi Production,Web manga,"Action, Comedy, Girls Love, Ecchi",,23 min. per ep.,R+ - Mild Nudity
Maria-sama ga Miteru: Haru,https://myanimelist.net/anime/444/Maria-sama_ga_Miteru__Haru,https://cdn.myanimelist.net/images/anime/9/75208.jpg,7.611,1611,4532,1182,18301,764,727,9195,30169,93,TV,13,Finished Airing,"Jul 4, 2004 to Sep 26, 2004",Summer 2004,Sundays at 07,"TV Tokyo, Yomiko Advertising, d-rights",Nozomi Entertainment,Studio Deen,Light novel,"Drama, Girls Love",Shoujo,23 min. per ep.,PG-13 - Teens 13 or older
Master Keaton,https://myanimelist.net/anime/1483/Master_Keaton,https://cdn.myanimelist.net/images/anime/7/73931.jpg,7.611,1612,4418,2115,7138,1409,981,20131,31774,162,TV,24,Finished Airing,"Oct 6, 1998 to Mar 30, 1999",Fall 1998,Tuesdays at 00,"VAP, Nippon Television Network, Shogakukan",Geneon Entertainment USA,Madhouse,Manga,"Adventure, Drama, Mystery",Seinen,23 min. per ep.,R - 17+ (violence & profanity)
Meitantei Conan Movie 09: Suihei Senjou no Strategy Recap,https://myanimelist.net/anime/7471/Meitantei_Conan_Movie_09__Suihei_Senjou_no_Strategy_Recap,https://cdn.myanimelist.net/images/anime/1356/150509.jpg,7.611,1613,7000,226,7884,121,252,1905,10388,2,TV Special,1,Finished Airing,"Apr 2, 2005",,,"None found, add some","None found, add some",TMS Entertainment,Manga,"Adventure, Comedy, Mystery",Shounen,24 min.,PG-13 - Teens 13 or older
Nanatsu no Taizai,https://myanimelist.net/anime/23755/Nanatsu_no_Taizai,https://cdn.myanimelist.net/images/anime/8/65409.jpg,7.611,1614,32,87004,1820654,30968,65603,176163,2180392,19417,TV,24,Finished Airing,"Oct 5, 2014 to Mar 29, 2015",Fall 2014,Sundays at 17,"Aniplex, Dentsu, Mainichi Broadcasting System, Kodansha, Movic",Funimation,A-1 Pictures,Manga,"Action, Adventure, Fantasy",Shounen,24 min. per ep.,PG-13 - Teens 13 or older
Ongaku,https://myanimelist.net/anime/40331/Ongaku,https://cdn.myanimelist.net/images/anime/1822/112652.jpg,7.611,1615,5880,444,7070,158,152,7991,15815,180,Movie,1,Finished Airing,"Jan 11, 2020",,,"None found, add some",GKIDS,Rock'n Roll Mountain,Manga,"Award Winning, Slice of Life",,1 hr. 11 min.,PG-13 - Teens 13 or older
