rank,title,score,url,thumbnail
119,Kizumonogatari II: Nekketsu-hen,8.56,https://myanimelist.net/anime/31757/Kizumonogatari_II__Nekketsu-hen,https://cdn.myanimelist.net/r/50x70/images/anime/1981/112812.jpg?s=be1337b450cee892a1083242c5e526c2
120,Natsume Yuujinchou Go,8.56,https://myanimelist.net/anime/32983/Natsume_Yuujinchou_Go,https://cdn.myanimelist.net/r/50x70/images/anime/11/81755.jpg?s=54d7dafe4652b04b40d97d5d6d97d18d
121,Natsume Yuujinchou San,8.56,https://myanimelist.net/anime/10379/Natsume_Yuujinchou_San,https://cdn.myanimelist.net/r/50x70/images/anime/8/82394.jpg?s=f3bc38aa1e6c10580687828856d8dc28
122,Ookami Kodomo no Ame to Yuki,8.56,https://myanimelist.net/anime/12355/Ookami_Kodomo_no_Ame_to_Yuki,https://cdn.myanimelist.net/r/50x70/images/anime/9/35721.jpg?s=3cb7f7062c2ef1c69ab18d7e3c04af2b
123,Haikyuu!! To the Top Part 2,8.56,https://myanimelist.net/anime/40776/Haikyuu_To_the_Top_Part_2,https://cdn.myanimelist.net/r/50x70/images/anime/1453/106768.jpg?s=08662a9ed32a8637dbdfa92f67949078
124,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",8.56,https://myanimelist.net/anime/32/Shinseiki_Evangelion_Movie__Air_Magokoro_wo_Kimi_ni,https://cdn.myanimelist.net/r/50x70/images/anime/1404/98182.jpg?s=890ec3587370861a797eb6b38b2ef21a
125,Slam Dunk,8.55,https://myanimelist.net/anime/170/Slam_Dunk,https://cdn.myanimelist.net/r/50x70/images/anime/12/86890.jpg?s=bfc7954502569ff5c4d3533dcde8230f
126,Steins;Gate 0,8.55,https://myanimelist.net/anime/30484/Steins_Gate_0,https://cdn.myanimelist.net/r/50x70/images/anime/1375/93521.jpg?s=d4b7e6cbc3f675048b0f1e33adefe445
127,Yojouhan Shinwa Taikei,8.55,https://myanimelist.net/anime/7785/Yojouhan_Shinwa_Taikei,https://cdn.myanimelist.net/r/50x70/images/anime/1633/123689.jpg?s=6d15cd9c92692a0972c789132792888c
128,[Oshi no Ko],8.55,https://myanimelist.net/anime/52034/Oshi_no_Ko,https://cdn.myanimelist.net/r/50x70/images/anime/1812/134736.jpg?s=01b78ed332b657214ffb3bae89bdcd31
129,Kimetsu no Yaiba Movie: Mugen Ressha-hen,8.55,https://myanimelist.net/anime/40456/Kimetsu_no_Yaiba_Movie__Mugen_Ressha-hen,https://cdn.myanimelist.net/r/50x70/images/anime/1704/106947.jpg?s=685b7fa652f5b3df29bd20fc2c8cb32e
130,Kimi no Suizou wo Tabetai,8.55,https://myanimelist.net/anime/36098/Kimi_no_Suizou_wo_Tabetai,https://cdn.myanimelist.net/r/50x70/images/anime/1768/93291.jpg?s=9511a058515d30808733fff309b97756
131,Perfect Blue,8.55,https://myanimelist.net/anime/437/Perfect_Blue,https://cdn.myanimelist.net/r/50x70/images/anime/1254/134212.jpg?s=7dfea9c50cf4f2f36f8dc71fdd55d943
132,Doupo Cangqiong: San Nian Zhi Yue,8.55,https://myanimelist.net/anime/49701/Doupo_Cangqiong__San_Nian_Zhi_Yue,https://cdn.myanimelist.net/r/50x70/images/anime/1029/118861.jpg?s=7c7bb3a46d1e1cc7f4e8f4fbfbd16b33
133,Fate/Zero 2nd Season,8.54,https://myanimelist.net/anime/11741/Fate_Zero_2nd_Season,https://cdn.myanimelist.net/r/50x70/images/anime/1522/117645.jpg?s=e54dcf99dc0874bc5b228ebe8496c857
134,Hotaru no Haka,8.54,https://myanimelist.net/anime/578/Hotaru_no_Haka,https://cdn.myanimelist.net/r/50x70/images/anime/1485/141208.jpg?s=a055527b675d12bdb4135cfb20a18432
135,Shouwa Genroku Rakugo Shinjuu,8.54,https://myanimelist.net/anime/28735/Shouwa_Genroku_Rakugo_Shinjuu,https://cdn.myanimelist.net/r/50x70/images/anime/1354/124768.jpg?s=43c2faea5a0fef34fb80dfd028ec808e
136,Shingeki no Kyojin Season 2,8.53,https://myanimelist.net/anime/25777/Shingeki_no_Kyojin_Season_2,https://cdn.myanimelist.net/r/50x70/images/anime/4/84177.jpg?s=74f2f396ab23eee08691546aaa2c6fad
137,Zoku Natsume Yuujinchou,8.53,https://myanimelist.net/anime/5300/Zoku_Natsume_Yuujinchou,https://cdn.myanimelist.net/r/50x70/images/anime/4/79738.jpg?s=dbd5bb99becb12fa6d689196afefa1ff
138,[Oshi no Ko] 2nd Season,8.53,https://myanimelist.net/anime/55791/Oshi_no_Ko_2nd_Season,https://cdn.myanimelist.net/r/50x70/images/anime/1006/143302.jpg?s=3b0cfffd7dd2ab2df4d112fd715da6b2
139,Dr. Stone: Science Future Part 2,8.53,https://myanimelist.net/anime/61322/Dr_Stone__Science_Future_Part_2,https://cdn.myanimelist.net/r/50x70/images/anime/1785/151710.jpg?s=c9e6fe85a4d3e210075b1549315d8717
140,Fruits Basket 2nd Season,8.53,https://myanimelist.net/anime/40417/Fruits_Basket_2nd_Season,https://cdn.myanimelist.net/r/50x70/images/anime/1972/111635.jpg?s=9f6f5fa524e70efe80167f14f18b9163
141,Jujutsu Kaisen,8.53,https://myanimelist.net/anime/40748/Jujutsu_Kaisen,https://cdn.myanimelist.net/r/50x70/images/anime/1171/109222.jpg?s=f5508bab9e7d610a28f12d1828a6ee79
142,Mushishi: Hihamukage,8.52,https://myanimelist.net/anime/21329/Mushishi__Hihamukage,https://cdn.myanimelist.net/r/50x70/images/anime/1559/147521.jpg?s=4ef88be0650d9d6bac2df37856700116
143,Samurai Champloo,8.52,https://myanimelist.net/anime/205/Samurai_Champloo,https://cdn.myanimelist.net/r/50x70/images/anime/1370/135212.jpg?s=057b95e4f0325310cd6c3747123e7c3b
144,Bakuman. 3rd Season,8.52,https://myanimelist.net/anime/12365/Bakuman_3rd_Season,https://cdn.myanimelist.net/r/50x70/images/anime/6/41845.jpg?s=3e8c09dddfce41e17d602c0cd81875e1
145,Gintama Movie 1: Shinyaku Benizakura-hen,8.52,https://myanimelist.net/anime/7472/Gintama_Movie_1__Shinyaku_Benizakura-hen,https://cdn.myanimelist.net/r/50x70/images/anime/4/28803.jpg?s=1a07403e7ad052636b75f341dc5d2b73
146,Gintama. Porori-hen,8.51,https://myanimelist.net/anime/35843/Gintama_Porori-hen,https://cdn.myanimelist.net/r/50x70/images/anime/11/88325.jpg?s=01d05bdfad24f28a33faa4c5177eb02f
147,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 3,8.51,https://myanimelist.net/anime/53273/JoJo_no_Kimyou_na_Bouken_Part_6__Stone_Ocean_Part_3,https://cdn.myanimelist.net/r/50x70/images/anime/1233/128920.jpg?s=1edd57926f956b98645fb547a428c5af
148,Kara no Kyoukai Movie 5: Mujun Rasen,8.51,https://myanimelist.net/anime/4282/Kara_no_Kyoukai_Movie_5__Mujun_Rasen,https://cdn.myanimelist.net/r/50x70/images/anime/4/75851.jpg?s=2b817428727b8a20d00d284b1a363ea9
149,Koukaku Kidoutai: Stand Alone Complex 2nd GIG,8.51,https://myanimelist.net/anime/801/Koukaku_Kidoutai__Stand_Alone_Complex_2nd_GIG,https://cdn.myanimelist.net/r/50x70/images/anime/1646/135390.jpg?s=7e946d0e4d47a6784da3336c4977b6d5
150,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,8.5,https://myanimelist.net/anime/31933/JoJo_no_Kimyou_na_Bouken_Part_4__Diamond_wa_Kudakenai,https://cdn.myanimelist.net/r/50x70/images/anime/3/79156.jpg?s=9189ddeb4a702d774b985fe16f315a81
151,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,8.5,https://myanimelist.net/anime/11981/Mahou_Shoujo_Madoka★Magica_Movie_3__Hangyaku_no_Monogatari,https://cdn.myanimelist.net/r/50x70/images/anime/5/54231.jpg?s=290c9412a715da372f5393aa76a8c5d6
152,Nezha Zhi Mo Tong Nao Hai,8.5,https://myanimelist.net/anime/60544/Nezha_Zhi_Mo_Tong_Nao_Hai,https://cdn.myanimelist.net/r/50x70/images/anime/1616/147002.jpg?s=9c3151f7f074f02f7dc19e7cea7308cd
153,Grand Blue Season 2,8.5,https://myanimelist.net/anime/59986/Grand_Blue_Season_2,https://cdn.myanimelist.net/r/50x70/images/anime/1108/150583.jpg?s=3283ac142c1f42be195911e9d535edf7
154,Shoujo☆Kageki Revue Starlight Movie,8.5,https://myanimelist.net/anime/40664/Shoujo☆Kageki_Revue_Starlight_Movie,https://cdn.myanimelist.net/r/50x70/images/anime/1378/119190.jpg?s=efa94668d516b81db418e026af363dae
155,Sora yori mo Tooi Basho,8.5,https://myanimelist.net/anime/35839/Sora_yori_mo_Tooi_Basho,https://cdn.myanimelist.net/r/50x70/images/anime/6/89879.jpg?s=273f1505d409ac20eed3e0c255a2f903
156,Yuru Camp△ Season 2,8.5,https://myanimelist.net/anime/38474/Yuru_Camp△_Season_2,https://cdn.myanimelist.net/r/50x70/images/anime/1255/110636.jpg?s=2b6005aafc62e746b64d224e60a5a8b4
157,Tian Guan Cifu Special,8.49,https://myanimelist.net/anime/44070/Tian_Guan_Cifu_Special,https://cdn.myanimelist.net/r/50x70/images/anime/1043/110306.jpg?s=4ad346d5d71ea633f204f838891b72c7
158,Mob Psycho 100,8.49,https://myanimelist.net/anime/32182/Mob_Psycho_100,https://cdn.myanimelist.net/r/50x70/images/anime/8/80356.jpg?s=1d7f8902c64d166b821e50ea68267c2a
159,Ousama Ranking,8.49,https://myanimelist.net/anime/40834/Ousama_Ranking,https://cdn.myanimelist.net/r/50x70/images/anime/1347/117616.jpg?s=1fc7d9cfcad3dfca1cee2e11b5b74ef4
160,One Punch Man,8.48,https://myanimelist.net/anime/30276/One_Punch_Man,https://cdn.myanimelist.net/r/50x70/images/anime/12/76049.jpg?s=40b6c7dbbbb94c44675116d301150078
161,Chiikawa,8.48,https://myanimelist.net/anime/50250/Chiikawa,https://cdn.myanimelist.net/r/50x70/images/anime/1783/121944.jpg?s=7ddd3d18133e7db620841072203ec09d
162,Ansatsu Kyoushitsu 2nd Season,8.47,https://myanimelist.net/anime/30654/Ansatsu_Kyoushitsu_2nd_Season,https://cdn.myanimelist.net/r/50x70/images/anime/8/77966.jpg?s=4161bf9d25a2816af9642ead2cd3a831
163,Aria the Origination,8.47,https://myanimelist.net/anime/3297/Aria_the_Origination,https://cdn.myanimelist.net/r/50x70/images/anime/1431/132867.jpg?s=f4acceb062282a847639ee5e1af0abec
164,Given Movie 3: Umi e,8.47,https://myanimelist.net/anime/58222/Given_Movie_3__Umi_e,https://cdn.myanimelist.net/r/50x70/images/anime/1663/144261.jpg?s=4e2fcd5cce17f51962c981d03bd1315a
165,Summertime Render,8.47,https://myanimelist.net/anime/47194/Summertime_Render,https://cdn.myanimelist.net/r/50x70/images/anime/1120/120796.jpg?s=a52ff27a36d2c027953221d2627c898e
166,Uchuu Kyoudai,8.47,https://myanimelist.net/anime/12431/Uchuu_Kyoudai,https://cdn.myanimelist.net/r/50x70/images/anime/1290/135694.jpg?s=2883be9b92f1324837154a37c3fbfd2f
167,Yakusoku no Neverland,8.47,https://myanimelist.net/anime/37779/Yakusoku_no_Neverland,https://cdn.myanimelist.net/r/50x70/images/anime/1830/118780.jpg?s=4e8a1b5b13b15d3c9172d53e3aad887b
168,Luo Xiaohei Zhanji 2,8.47,https://myanimelist.net/anime/61952/Luo_Xiaohei_Zhanji_2,https://cdn.myanimelist.net/r/50x70/images/anime/1288/151853.jpg?s=b76b1a6e3d1ae3ea7d9cac459a5068ce
169,Nichijou,8.47,https://myanimelist.net/anime/10165/Nichijou,https://cdn.myanimelist.net/r/50x70/images/anime/3/75617.jpg?s=a6141f357026aca2496b1a9debaf9d2b
170,Mo Dao Zu Shi,8.46,https://myanimelist.net/anime/37208/Mo_Dao_Zu_Shi,https://cdn.myanimelist.net/r/50x70/images/anime/1908/153734.jpg?s=f589652fae4914d47117d9d860e1cc82
171,Mo Dao Zu Shi: Xian Yun Pian,8.46,https://myanimelist.net/anime/38450/Mo_Dao_Zu_Shi__Xian_Yun_Pian,https://cdn.myanimelist.net/r/50x70/images/anime/1404/106707.jpg?s=93d13ce542660657245004605b5aa2ac
172,Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,8.46,https://myanimelist.net/anime/33049/Fate_stay_night_Movie__Heavens_Feel_-_II_Lost_Butterfly,https://cdn.myanimelist.net/r/50x70/images/anime/1974/98158.jpg?s=ec1b1ac07bd5fcd166381a293ae7dbee
173,Gintama: The Semi-Final,8.46,https://myanimelist.net/anime/44087/Gintama__The_Semi-Final,https://cdn.myanimelist.net/r/50x70/images/anime/1694/110521.jpg?s=b433e81b786eb85104bf7621078f4509
174,Rainbow: Nisha Rokubou no Shichinin,8.46,https://myanimelist.net/anime/6114/Rainbow__Nisha_Rokubou_no_Shichinin,https://cdn.myanimelist.net/r/50x70/images/anime/9/72697.jpg?s=4752a62572e2172fe039d10d7163a125
175,Yuu☆Yuu☆Hakusho,8.46,https://myanimelist.net/anime/392/Yuu☆Yuu☆Hakusho,https://cdn.myanimelist.net/r/50x70/images/anime/1228/111372.jpg?s=564b60dca1108a5de9706ee146556481
176,Steins;Gate Movie: Fuka Ryouiki no Déjà vu,8.45,https://myanimelist.net/anime/11577/Steins_Gate_Movie__Fuka_Ryouiki_no_Déjà_vu,https://cdn.myanimelist.net/r/50x70/images/anime/1611/112806.jpg?s=c9538c011d7fc90662a6ba3bf7fe7939
177,Tian Guan Cifu Short Film,8.45,https://myanimelist.net/anime/60988/Tian_Guan_Cifu_Short_Film,https://cdn.myanimelist.net/r/50x70/images/anime/1174/149943.jpg?s=07d4c9aabbf5a1c711a8e3e020449f51
178,Owarimonogatari,8.45,https://myanimelist.net/anime/31181/Owarimonogatari,https://cdn.myanimelist.net/r/50x70/images/anime/8/76479.jpg?s=06972a9be6f61b90db15c82e26ffffa8
179,Banana Fish,8.45,https://myanimelist.net/anime/36649/Banana_Fish,https://cdn.myanimelist.net/r/50x70/images/anime/1190/93472.jpg?s=a44d13e8e51c4c0e8f80f019e142614c
180,Chihayafuru 3,8.45,https://myanimelist.net/anime/37379/Chihayafuru_3,https://cdn.myanimelist.net/r/50x70/images/anime/1898/110709.jpg?s=43f1e4859f31ae7b736048e1aeafa246
181,Dandadan,8.45,https://myanimelist.net/anime/57334/Dandadan,https://cdn.myanimelist.net/r/50x70/images/anime/1584/143719.jpg?s=fe8880ddc5a02ee50fe051d60f33de39
182,Dandadan 2nd Season,8.45,https://myanimelist.net/anime/60543/Dandadan_2nd_Season,https://cdn.myanimelist.net/r/50x70/images/anime/1721/149001.jpg?s=eee7506d45f74d8353e6d6784a8d5363
183,Grand Blue,8.45,https://myanimelist.net/anime/37105/Grand_Blue,https://cdn.myanimelist.net/r/50x70/images/anime/1302/94882.jpg?s=3fc1cd740bf7ba7389dcd7aa9576af4e
184,Spy x Family,8.44,https://myanimelist.net/anime/50265/Spy_x_Family,https://cdn.myanimelist.net/r/50x70/images/anime/1441/122795.jpg?s=ba5838dcfffe4a5cd4988e09d8436c79
185,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders - Egypt-hen,8.44,https://myanimelist.net/anime/26055/JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders_-_Egypt-hen,https://cdn.myanimelist.net/r/50x70/images/anime/11/75045.jpg?s=f50d24a2193eebe6b4cf0324cc93333c
186,Kimi ni Todoke 3rd Season,8.44,https://myanimelist.net/anime/56538/Kimi_ni_Todoke_3rd_Season,https://cdn.myanimelist.net/r/50x70/images/anime/1617/142448.jpg?s=6abb6e40dec9e07385ba6e2a09c5b845
187,Pluto,8.44,https://myanimelist.net/anime/35737/Pluto,https://cdn.myanimelist.net/r/50x70/images/anime/1021/138568.jpg?s=dfebe3f666e87d800b70e46d8fd87c44
188,Chainsaw Man,8.43,https://myanimelist.net/anime/44511/Chainsaw_Man,https://cdn.myanimelist.net/r/50x70/images/anime/1806/126216.jpg?s=8e4d9184579f166e9adff4987b274192
189,Doupo Cangqiong: Nian Fan,8.43,https://myanimelist.net/anime/51039/Doupo_Cangqiong__Nian_Fan,https://cdn.myanimelist.net/r/50x70/images/anime/1419/126374.jpg?s=2969af9522aeca17dd6db3d7042ad410
190,Golden Kamuy 3rd Season,8.43,https://myanimelist.net/anime/40059/Golden_Kamuy_3rd_Season,https://cdn.myanimelist.net/r/50x70/images/anime/1763/108108.jpg?s=22d3f08e16a4dc2ae42c578afb5601a3
191,Haikyuu!!,8.43,https://myanimelist.net/anime/20583/Haikyuu,https://cdn.myanimelist.net/r/50x70/images/anime/7/76014.jpg?s=ef5c00cb929dcd690c87f56e6d1b0c8a
192,Hunter x Hunter,8.43,https://myanimelist.net/anime/136/Hunter_x_Hunter,https://cdn.myanimelist.net/r/50x70/images/anime/1305/132237.jpg?s=66e2612ff838a900a28976ba213a4867
193,Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,8.43,https://myanimelist.net/anime/54857/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_3rd_Season,https://cdn.myanimelist.net/r/50x70/images/anime/1706/144725.jpg?s=2e5e8abf5714bc7e87f3238bc09d2bc7
194,Xian Ni,8.43,https://myanimelist.net/anime/55809/Xian_Ni,https://cdn.myanimelist.net/r/50x70/images/anime/1289/149708.jpg?s=a8bc05fa9b2b748318e53897451cc637
195,Zoku Owarimonogatari,8.43,https://myanimelist.net/anime/36999/Zoku_Owarimonogatari,https://cdn.myanimelist.net/r/50x70/images/anime/1022/96168.jpg?s=f029ef4f042b18083f8378d1047dd780
196,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,8.42,https://myanimelist.net/anime/42203/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_2nd_Season_Part_2,https://cdn.myanimelist.net/r/50x70/images/anime/1724/117421.jpg?s=7cb81cc30fde7c71dfa4279cdcc18262
197,Shingeki no Kyojin: Kuinaki Sentaku,8.42,https://myanimelist.net/anime/25781/Shingeki_no_Kyojin__Kuinaki_Sentaku,https://cdn.myanimelist.net/r/50x70/images/anime/8/69497.jpg?s=a8c7a9cf76d4a6e498a5cb725b9b130c
198,Tian Guan Cifu,8.42,https://myanimelist.net/anime/40730/Tian_Guan_Cifu,https://cdn.myanimelist.net/r/50x70/images/anime/1319/109301.jpg?s=f4dfec0f11710c6cfc65a15c0040c6d4
199,Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,8.42,https://myanimelist.net/anime/39741/Violet_Evergarden_Gaiden__Eien_to_Jidou_Shuki_Ningyou,https://cdn.myanimelist.net/r/50x70/images/anime/1667/112943.jpg?s=7427319acfcda03bee52afb64700af90
200,Wu Liuqi: Xuanwu Guo Pian,8.42,https://myanimelist.net/anime/45556/Wu_Liuqi__Xuanwu_Guo_Pian,https://cdn.myanimelist.net/r/50x70/images/anime/1884/111224.jpg?s=bd20cad00db54c393cc635e429bdb9ef
201,Kimetsu no Yaiba,8.42,https://myanimelist.net/anime/38000/Kimetsu_no_Yaiba,https://cdn.myanimelist.net/r/50x70/images/anime/1286/99889.jpg?s=e497d08bef31ae412e314b90a54acfda
202,Kono Oto Tomare! Part 2,8.42,https://myanimelist.net/anime/38889/Kono_Oto_Tomare_Part_2,https://cdn.myanimelist.net/r/50x70/images/anime/1422/111621.jpg?s=e3a85578ef04eee2d779b113a9aca245
203,Koukaku Kidoutai: Stand Alone Complex,8.42,https://myanimelist.net/anime/467/Koukaku_Kidoutai__Stand_Alone_Complex,https://cdn.myanimelist.net/r/50x70/images/anime/11/50857.jpg?s=4ac2b90079ffba4dee9a72852d852779
204,Mushishi Zoku Shou: Odoro no Michi,8.42,https://myanimelist.net/anime/24687/Mushishi_Zoku_Shou__Odoro_no_Michi,https://cdn.myanimelist.net/r/50x70/images/anime/8/63539.jpg?s=68a1b75daf7fbe8bc816301a2888eef4
205,Natsume Yuujinchou Movie: Utsusemi ni Musubu,8.42,https://myanimelist.net/anime/36538/Natsume_Yuujinchou_Movie__Utsusemi_ni_Musubu,https://cdn.myanimelist.net/r/50x70/images/anime/1250/94846.jpg?s=186bc126139583f2a56bb80c6575ce80
206,Bungou Stray Dogs 4th Season,8.42,https://myanimelist.net/anime/50330/Bungou_Stray_Dogs_4th_Season,https://cdn.myanimelist.net/r/50x70/images/anime/1263/132759.jpg?s=69958a08d37c2dde50c4efecf95ef172
207,Gintama: Yorinuki Gintama-san on Theater 2D,8.42,https://myanimelist.net/anime/21899/Gintama__Yorinuki_Gintama-san_on_Theater_2D,https://cdn.myanimelist.net/r/50x70/images/anime/1172/90571.jpg?s=ca93bbed324d77e2e4bf81178e7f4ba2
208,Saenai Heroine no Sodatekata Fine,8.41,https://myanimelist.net/anime/36885/Saenai_Heroine_no_Sodatekata_Fine,https://cdn.myanimelist.net/r/50x70/images/anime/1671/111411.jpg?s=a4ec323a1a79e0ade2f7c5aaca88bafb
209,Saiki Kusuo no Ψ-nan,8.41,https://myanimelist.net/anime/33255/Saiki_Kusuo_no_Ψ-nan,https://cdn.myanimelist.net/r/50x70/images/anime/1973/142750.jpg?s=6498ee824a90d78c321317bbac080cdf
210,Saiki Kusuo no Ψ-nan 2,8.41,https://myanimelist.net/anime/34612/Saiki_Kusuo_no_Ψ-nan_2,https://cdn.myanimelist.net/r/50x70/images/anime/1961/91383.jpg?s=98a1123f1f794ba0c851840461394e4f
211,Karakai Jouzu no Takagi-san Movie,8.41,https://myanimelist.net/anime/49722/Karakai_Jouzu_no_Takagi-san_Movie,https://cdn.myanimelist.net/r/50x70/images/anime/1376/123398.jpg?s=603a44ecfc3df15b5d32a61f37c8abcc
212,Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,8.41,https://myanimelist.net/anime/38040/Kono_Subarashii_Sekai_ni_Shukufuku_wo_Movie__Kurenai_Densetsu,https://cdn.myanimelist.net/r/50x70/images/anime/1638/119321.jpg?s=9d54492700ed5fa0d7ce691a7ecaac6d
213,Mononoke,8.41,https://myanimelist.net/anime/2246/Mononoke,https://cdn.myanimelist.net/r/50x70/images/anime/3/20713.jpg?s=3938ebc2f550dbab2563df778857ee86
214,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,8.4,https://myanimelist.net/anime/37999/Kaguya-sama_wa_Kokurasetai__Tensai-tachi_no_Renai_Zunousen,https://cdn.myanimelist.net/r/50x70/images/anime/1295/106551.jpg?s=ea15a93e0d25bce3e6c15e2c3ddb66a1
215,Kamisama Hajimemashita: Kako-hen,8.4,https://myanimelist.net/anime/30709/Kamisama_Hajimemashita__Kako-hen,https://cdn.myanimelist.net/r/50x70/images/anime/3/81250.jpg?s=0f36fe7a3f5ee0bc66190c5a1feef8a1
216,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,8.4,https://myanimelist.net/anime/55888/Mushoku_Tensei_II__Isekai_Ittara_Honki_Dasu_Part_2,https://cdn.myanimelist.net/r/50x70/images/anime/1876/141251.jpg?s=789965294ad57dc485abd61b93b86847
217,Natsume Yuujinchou Roku Specials,8.4,https://myanimelist.net/anime/36275/Natsume_Yuujinchou_Roku_Specials,https://cdn.myanimelist.net/r/50x70/images/anime/10/87615.jpg?s=7fa0a56172c0fceaaaa8769d87d4d927
218,Major S5,8.39,https://myanimelist.net/anime/5028/Major_S5,https://cdn.myanimelist.net/r/50x70/images/anime/9/75218.jpg?s=2a0ccaba4c466d690270815f23a3b650
219,Houseki no Kuni,8.39,https://myanimelist.net/anime/35557/Houseki_no_Kuni,https://cdn.myanimelist.net/r/50x70/images/anime/3/88293.jpg?s=2f89ca5ffbebe4fef879fa9b983d716c
220,Ramayana: The Legend of Prince Rama,8.39,https://myanimelist.net/anime/4921/Ramayana__The_Legend_of_Prince_Rama,https://cdn.myanimelist.net/r/50x70/images/anime/1070/104671.jpg?s=8b5c8eb173268715c7beded9381ce875
221,Sayonara no Asa ni Yakusoku no Hana wo Kazarou,8.39,https://myanimelist.net/anime/35851/Sayonara_no_Asa_ni_Yakusoku_no_Hana_wo_Kazarou,https://cdn.myanimelist.net/r/50x70/images/anime/11/89556.jpg?s=c81e5bf28128120f3ebe27b03bb2e527
222,Violet Evergarden: Recollections,8.39,https://myanimelist.net/anime/53672/Violet_Evergarden__Recollections,https://cdn.myanimelist.net/r/50x70/images/anime/1902/143097.jpg?s=2839e9d963db3f0c0fcf61168188a7ff
223,Tunshi Xingkong 3rd Season,8.38,https://myanimelist.net/anime/56523/Tunshi_Xingkong_3rd_Season,https://cdn.myanimelist.net/r/50x70/images/anime/1250/138217.jpg?s=5a6530ce530079db7ab4d28cf915861d
224,Vivy: Fluorite Eye's Song,8.38,https://myanimelist.net/anime/46095/Vivy__Fluorite_Eyes_Song,https://cdn.myanimelist.net/r/50x70/images/anime/1551/128960.jpg?s=67a2a6c975f3e331b6eb37be90e0f7ae
225,Yuru Camp△ Movie,8.38,https://myanimelist.net/anime/38475/Yuru_Camp△_Movie,https://cdn.myanimelist.net/r/50x70/images/anime/1806/124396.jpg?s=841de6ae531dbd0aebda59846d73050b
226,Josee to Tora to Sakana-tachi,8.38,https://myanimelist.net/anime/40787/Josee_to_Tora_to_Sakana-tachi,https://cdn.myanimelist.net/r/50x70/images/anime/1714/108892.jpg?s=91c32e474b4264f69ad23b4208a67ebe
227,Jujutsu Kaisen 0 Movie,8.38,https://myanimelist.net/anime/48561/Jujutsu_Kaisen_0_Movie,https://cdn.myanimelist.net/r/50x70/images/anime/1121/119044.jpg?s=1ff4db7140a7d31a110576b2699c87c1
